,movie_title,link,story
60,綠皮書,https://movie.douban.com/subject/27060077/,托尼（維果·莫騰森ViggoMortensen飾）是一個吊兒郎當遊手好閒的混混，在一家夜總會做侍者。這間夜總會因故要停業幾個月，可托尼所要支付的房租和生活費不會因此取消，所以他的當務之急是去尋找另一份工作來填補這幾個月的空缺。在這個節骨眼上，一位名叫唐雪麗（馬赫沙拉·阿裡MahershalaAli飾）的黑人鋼琴家提出雇傭托尼。唐雪麗即將開始為期八個星期的南下巡迴演出，可是，那個時候南方對黑人的歧視非常的嚴重，於是托尼便成為了唐雪麗的司機兼保鏢。一路上，兩人迥異的性格使得他們之間產生了很多的矛盾，與此同時，唐雪麗在南方所遭受的種種不公平的對待也讓托尼對種族歧視感到深惡痛絕。
61,飲食男女,https://movie.douban.com/subject/1291818/,臺灣中國菜碩果僅存的大師老朱（郎雄）退休後，漸嘗老年生活的諸多尷尬：每週日費心做出的一桌豐盛菜肴，並無將三個女兒（楊貴媚、吳倩蓮、王渝文）齊齊拉到飯桌的吸引力，已經長大成人的她們，心裡藏了許多比陪父親吃飯更重要的事；多年老友的突然離世，令他在友情這塊也有了缺口；而對廚師來講最重要的味覺的喪失，則將其徹底推到人生的低谷。三個女兒雖各忙各事，卻也操心著老朱的晚年生活，計畫著為其找個老伴，但她們沒料到老朱早已悄無聲息地談起了“黃昏戀”。吃驚過後，老朱最看重的繼承了他做菜天賦的二女兒家倩因為自身的生活經歷，對父親、她與父親的關係有了新的認識，而對老朱來講更大的驚喜，還在後面。
62,美麗心靈,https://movie.douban.com/subject/1306029/,本片是關於20世紀偉大數學家小約翰•福布斯-納什的人物傳記片。小約翰•福布斯-納什（拉塞爾•克勞）在念研究生時，便發表了著名的博弈理論，該理論雖只有短短26頁，卻在經濟、軍事等領域產生了深遠的影響。但就在小約翰•福布斯-納什蜚聲國際時，他的出眾直覺因為精神分裂症受到困擾，然而這並沒阻止他向學術上的最高層進軍的步伐，在深愛他的妻子艾麗西亞（珍妮佛•康納利）的鼓勵和幫助下，他走得雖然艱緩，卻始終沒有停步，而最終，憑藉十幾年的不懈努力和頑強意志，他如願以償。
63,竊聽風暴,https://movie.douban.com/subject/1900841/,1984年的東德，整個社會籠罩在國家安全局的高壓統治之下，特工魏斯曼（烏爾利希·穆厄飾）奉命監聽劇作家德萊曼（塞巴斯蒂安·寇治飾）及其女友演員克莉絲蒂娜（瑪蒂娜·傑蒂克飾）的生活，監聽過程中，魏斯曼漸漸對這家人的生活產生了興趣，開始暗中幫助他們。一篇刊登在西德《明鏡》報上的文章引起了特工頭目的注意，他們認為這篇文章是德萊曼寫的，並逮捕了克莉絲蒂娜，希望能夠從她口中得出她丈夫的秘密？而審問克莉絲蒂娜的正是魏斯曼……
64,本傑明·巴頓奇事,https://movie.douban.com/subject/1485260/,颶風正在侵襲美國新奧爾良，一位病危的老婦睜開了她的睡眼。老婦名叫戴茜（凱特·布蘭切特飾），她叫女兒凱若琳（朱麗亞•奧蒙德飾）為她閱讀一本日記。這本日記的作者叫本傑明•巴頓（布拉德•皮特飾）。本傑明出生在第一次世界大戰停戰之時，但生來便像個老人的他被父親當作怪物，被遺棄在了養老院。本傑明在養老院與老人們一起生活。但誰都沒有想到，本傑明逆向發育——越活越年輕！也許“越活越年輕”是某些人的夢想，但真正這樣成長的本傑明卻有了別人無法理解的煩惱與快樂。穿越半世紀的世界變革，本傑明身處其中，感受別人感受不到的感受。為何母親會讓自己念這本日記？本傑明•巴頓此人與母親有什麼關係？凱若琳陷入了深深的疑惑與好奇之中。
65,情書,https://movie.douban.com/subject/1292220/,日本神戶某個飄雪的冬日，渡邊博子（中山美穗）在前未婚夫藤井樹的兩周年祭日上又一次悲痛到不能自已。正因為無法抑制住對已逝戀人的思念，渡邊博子在其中學同學錄裡發現“藤井樹”在小樽市讀書時的地址時，依循著寄發了一封本以為是發往天國的情書。不想不久渡邊博子竟然收到署名為“藤井樹（中山美穗）”的回信，經過進一步瞭解，她知曉此藤井樹是一個同她年紀相仿的女孩，且還是男友藤井樹（柏原崇）少年時代的同班同學。為了多瞭解一些昔日戀人在中學時代的情況，渡邊博子開始與女性藤井樹書信往來。而藤井樹在不斷的回憶中，漸漸發現少年時代與她同名同姓的那個藤井樹曾對自己藏了一腔柔情。
66,兩杆大煙槍,https://movie.douban.com/subject/1293350/,艾迪（尼克·莫倫）思維敏捷，是個玩牌高手。在三個好友的支持下，艾迪攜鉅資參加了黑社會的高額賭局，不想落入圈套，欠下50萬的賭債。為了還清賭債，艾迪和朋友們絞盡腦汁，最終算計到一群毒販身上，並為打劫購買了兩杆老式煙槍。不想這群不安分的毒販，正惦念著他們毒品供應商的錢，並在同一天實施了打劫。在毒販們費盡周折，把毒品供應商熨的整整齊齊的錢款拿到手後，艾迪他們幸運的坐享其成。可是他們不知道，這看似簡單的搶劫案背後，更有厲害的角色參與其中。他們手裡的兩杆破煙槍也隱藏著不少故事。在無知與莽撞中置身漩渦的他們能僥倖脫身麼？笑料迭出的偶發事件裡，穿插著小人物與大人物的辛酸幽默。
67,穿條紋睡衣的男孩,https://movie.douban.com/subject/3008247/,八歲男孩布魯諾（AsaButterfield飾）一家隨著納粹軍官父親的一紙調令，由柏林搬遷到了鄉下。失去了朋友們的布魯諾很快對新家附近的“農莊”產生了興趣，那裡有一群身穿“條紋睡衣”的人終日忙碌，並且其中一個為布魯諾一家服務，他形容骯髒，態度慎微。周遭環境和布魯諾的舉止讓母親暗暗擔憂，但納粹父親制止家中任何懷疑既定政策的行為。布魯諾偷偷結識了鐵絲網另一邊的同齡男孩施莫爾，並時常帶給他食物吃。在緊張的家庭氛圍和姐姐向成人世界的變化中，施莫爾是布魯諾惟一的朋友。某日布魯諾決定，去鐵絲網的另一邊，以便見到施莫爾的父親……本片根據約翰·伯恩的同名小說改編，獲2008年芝加哥國際電影節觀眾票選獎。
68,西西里的美麗傳說,https://movie.douban.com/subject/1292402/,當我還只是十三歲時，1941年春末的那一天，我初次見到了她那一天，墨索里尼向英法宣戰，而我，得到了生命裡的第一輛腳踏車。她，撩著波浪狀黑亮的秀髮，穿著最時髦的短裙和絲襪，踏著充滿情欲誘惑的高跟鞋，來到了西西里島上寧靜的陽光小鎮。她的一舉一動都引人矚目、勾人遐想，她的一顰一笑都教男人心醉、女人羨妒。瑪蓮娜，像個女神一般，征服了這個海濱的天堂樂園。年僅十三歲的雷納多也不由自主地掉進了瑪蓮娜所掀起的漩渦之中，他不僅跟著其他年紀較大的青少年們一起騎著單車，穿梭在小鎮的各個角落，搜尋著瑪蓮娜的誘人丰姿與萬種風情，還悄悄地成為她不知情的小跟班，如影隨形地跟監、窺視她的生活。她搖曳的倩影、她聆聽的音樂、她貼身的衣物都成為這個被荷爾蒙淹沒的少年，最真實、最美好的情欲幻想。然而，透過雷納多的眼，我們也看到了瑪蓮娜掉進了越來越黑暗的處境之中，她變成了寡婦，而在鎮民...
69,看不見的客人,https://movie.douban.com/subject/26580232/,艾德里安（馬里奧·卡薩斯MarioCasas飾）經營著一間科技公司，事業蒸蒸日上，家中有美麗賢慧的妻子和活潑可愛的女兒，事業家庭雙豐收的他是旁人羡慕的對象。然而，野心勃勃的艾德里安並未珍惜眼前來之不易的生活，一直以來，他和一位名叫蘿拉（芭芭拉·藍妮BárbaraLennie飾）的女攝影師保持著肉體關係。某日幽會過後，兩人驅車離開別墅，卻在路上發生了車禍，為了掩蓋事件的真相，兩人決定將在車禍中死去的青年丹尼爾聯同他的車一起沉入湖底。之後，蘿拉遇見了一位善良的老人，老人將蘿拉壞掉的車拉回家中修理，然而，令蘿拉沒有想到的是，這位老人，竟然就是丹尼爾的父親。
70,飛越瘋人院,https://movie.douban.com/subject/1292224/,麥克墨菲（傑克·尼科爾森JackNicholson飾）為了逃避監獄裡的強制勞動，裝作精神異常，被送進了精神病院，他的到來，給死氣沉沉的精神病院帶來了劇烈的衝擊。麥克要求看棒球比賽的電視轉播，挑戰了醫院嚴格的管理制度，受到護士長拉契特（路易絲·弗萊徹LouiseFletcher飾）的百般阻撓；麥克帶領病人出海捕魚，振奮了他們的精神，卻讓院方頭痛不已。院方為了懲處麥克膽大妄為、屢犯院規，決定將他永遠留在瘋人院。生性自由的麥克再也無法忍受瘋人院的生活，他聯合病友，高大的印第安人“酋長”，開始自己的計畫：飛越瘋人院。本片獲1975年第48屆奧斯卡最佳影片，最佳男、女主角，最佳導演和最佳改編劇本五項大獎。主人公“不自由，毋寧死”的精神在當今社會仍有很大的現實意義。
71,拯救大兵瑞恩,https://movie.douban.com/subject/1292849/,瑞恩（馬特•達蒙MattDamon飾）是二戰期間的美國傘兵，被困在了敵人後方。更不幸的是，他的三個兄弟全部在戰爭中死亡，如果他也遇難，家中的老母親將無依無靠。美國作戰總指揮部知道了這個情況，毅然決定組織一個小分隊前往救援，其中包括米勒上尉（湯姆•漢克斯TomHanks飾）和翻譯厄本（傑瑞米.大衛斯JererryDavies飾）。然而，敵方危險重重，他們一路上隨時與死亡打交道。他們非常懷疑，到底值不值得冒著八個人的生命危險，去搭救一個人。大家一路輾轉尋找瑞恩，對於這次搭救行動，有人不滿，有人熱忱，有人好奇。大家一次次聞到死神的氣息，瑞恩的獲救付出了沉重的代價。
72,音樂之聲,https://movie.douban.com/subject/1294408/,瑪利亞（朱麗·安德魯斯飾）是一個年輕活潑的修女，喜歡在大自然下高聲歌唱，所以她常常忘記了修道院裡的規矩。院長認為瑪利亞並不屬於規矩嚴格的修道院。院長與眾嬤嬤商量後，決定安排瑪利亞到一位名叫特拉普（克里斯多夫·普盧默飾）上校家當家庭教師。上校的妻子去世多年，留下7個孩子，他要求對孩子嚴格管教。他告訴瑪利亞在他家的家庭教師都做不長久，都是因為孩子的惡作劇。瑪利亞果然也遭到了惡作劇，可是這位善良的老師並沒有告訴他們的父親，而是像個母親一樣照顧孩子，很快跟孩子打成一片。上校也漸漸在瑪利亞的引導下改變了對孩子們的態度。上校與瑪利亞之間發生了感情，他們完婚後回到了已被納粹佔領的奧地利，上校並不想為納粹辦事，一家人準備逃跑……
73,小鞋子,https://movie.douban.com/subject/1303021/,家境貧寒的男孩Ali（AmirFarrokhHashemian）幫妹妹Zahra（BahareSeddiqi）取修補好的鞋子時，不慎將鞋子弄丟，為了不被父（MohammadAmirNaji）、母（FereshteSarabandi）責罰，他央求Zahra暫時保密，說兩人可以替換著穿他的鞋子上學，並答應一定會幫她買雙新鞋子。Ali原本指望用他和父親進城打工掙的錢幫Zahra買雙新鞋，父親的意外受傷打消了他的美夢。看到全市長跑比賽季軍的獎品是一雙運動鞋時，Ali決定參加比賽，但是他錯過了報名日期。幾經哀求，老師（DariushMokhtari）破例讓實力出眾的Ali參加了比賽。比賽場上，Ali不斷提醒自己，一定要得第三名！
74,阿凡達,https://movie.douban.com/subject/1652587/,戰鬥中負傷而下身癱瘓的前海軍戰士傑克·薩利（薩姆·沃辛頓SamWorthington飾）決定替死去的同胞哥哥來到潘朵拉星操縱格蕾絲博士（西格妮·韋弗SigourneyWeaver飾）用人類基因與當地納美部族基因結合創造出的“阿凡達”混血生物。傑克的目的是打入納美部落，外交說服他們自願離開世代居住的家園，從而SecFor公司可砍伐殆盡該地區的原始森林，開採地下昂貴的“不可得”礦。在探索潘朵拉星的過程中，傑克遇到了納美部落的公主娜蒂瑞（佐伊·索爾達娜ZoeSaldana飾），向她學習了納美人的生存技能與對待自然的態度。與此同時，SecFor公司的經理和軍方代表上校邁爾斯（史蒂芬·朗StephenLang飾）逐漸喪失耐心，決定訴諸武力驅趕納美人……本片採用3D技術拍攝，共耗資5億美元製作發行，是電影史上最為昂貴的作品。本片榮獲...
75,海豚灣,https://movie.douban.com/subject/3442220/,日本和歌山縣太地，是一個景色優美的小漁村，然而這裡卻常年上演著慘無人道的一幕。每年，數以萬計的海豚經過這片海域，他們的旅程卻在太地戛然而止。漁民們將海豚驅趕到靠近岸邊的一個地方，來自世界各地的海豚訓練師挑選合適的物件，剩下的大批海豚則被漁民毫無理由地趕盡殺絕。這些屠殺，這些罪行，因為種種利益而被政府和相關組織所隱瞞。理查•貝瑞（RichardO’Barry）年輕時曾是一名海豚訓練師，他所參與拍攝電影《海豚的故事》備受歡迎。但是，一頭海豚的死讓理查的心靈受到強烈的震撼。從此，他致力於拯救海豚的活動。不顧當地政府和村民百般阻撓，他和他的攝影團隊想方設法潛入太地的海豚屠殺場，只為將罪行公之於眾，拯救人類可愛的朋友……本片榮獲2010年第82屆奧斯卡金像獎最佳紀錄長片獎。
76,致命魔術,https://movie.douban.com/subject/1780330/,19世紀末，人們對科學文明還不是認識得太過清楚，於是，安吉爾（休•傑克曼HughJackman飾）和伯登（克利斯蒂安•貝爾ChristianBale飾）的魔術，成為了倫敦城內的神奇人物。安吉爾出身貴族，魔術手段華麗豐富，是富人圈子裡的表演常客。而伯登即使出身平平，爭強好勝的心智和充滿創造力的魔術技巧，卻也令他有了名氣。兩人自小本是要好的夥伴，然而，現在魔術界二人各有領地，並且都有野心想成為音樂大廳裡的頂級魔術師，一番明爭暗鬥如箭在弦上。伯登掌握了精彩的分身術，叫座又叫好。而安吉爾見情勢不妙，搬來科學家助陣——他發明的交流電有無窮魔力，保證讓觀眾目瞪口呆。二人出招接招，一來一往，爭鬥在劇烈升級，友誼和道德都被拋諸腦後，一場血案在悄悄醞釀。
77,沉默的羔羊,https://movie.douban.com/subject/1293544/,聯調局學院學員ClariceM.Starling（喬迪·福斯特飾）受行為科學組的JackCrawford（斯科特·葛籣飾）指派，前往州立巴爾的摩法醫院訪問被監禁的精神科醫生HannibalLecter（安東尼·霍普金斯飾）。Lecter要求轉到條件較好的聯邦機構，遠離常常折磨他的FrederickChilton醫生（安東尼·希爾德飾），並願意為此提供持續作案的連環殺手水牛比爾（泰德·萊文飾）的心理分析……
78,哈利·波特與死亡聖器(下),https://movie.douban.com/subject/3011235/,當又一次和伏地魔（拉爾夫·費因斯RalphFiennes飾）的意識連通，哈利·波特（丹尼爾·雷德克裡夫DanielRadcliffe飾）斷定最後一件魂器藏在霍格華茲，於是和羅恩（魯伯特·格林特RupertGrint飾）、赫敏（艾瑪·沃森EmmaWatson飾）一同返回烏雲密佈的學校。在好友們的幫助下，他們成功驅逐了斯內普（艾倫·瑞克曼AlanRickman飾），然而覺察到哈利目的的伏地魔則率領徒眾向霍格華茲逼近。食死徒、攝魂怪、巨人瘋狂湧入這所有著悠久歷史的魔法學校，正邪決戰旋即爆發，一時間血雨腥風，死傷無數。從斯內普的眼淚中，哈利不僅瞭解到父輩的故事，也證實了藏緬於他體內最後的秘密。在此之後，他也和伏地魔迎來了最後的對決……本片根據英國作家J.K.羅琳的同名原著改編，也是“哈利·波特”系列影片的完結篇。
79,美國往事,https://movie.douban.com/subject/1292262/,1933年，紐約流氓Noodles（羅伯特·德·尼祿飾）因向哈洛倫警司（布魯斯·巴倫堡飾）通風報信害死了三名同夥而被追殺。逃亡之前，他打開了存放幫派基金的手提箱，裡面卻只有報紙。1968年，已改名換姓的Noodles收到一封猶太會堂通知遷葬親友的信。Noodles聯繫拉比，得知信是八個月前寄出的，他的三名同夥已被遷葬至一所豪華公墓。Noodles回到紐約，找老友莫（拉裡·拉普飾）瞭解情況，卻一無所獲。閒談中，Noodles問起莫的妹妹黛博拉（伊莉莎白·麥戈文飾）的情況，得知其已成名角。原來，兩人少時互有好感，但黛博拉（詹妮弗·康納利飾）志向高遠腳踏實地，理智地將街頭混混Noodles（斯科特·提勒飾）拒於門外。Noodles在公墓發現了一把鑰匙，並用鑰匙打開了當年存放手提箱的儲物櫃。這一次，箱子裡有滿滿的百元鈔，還有寫著“下一份工作...
80,禁閉島,https://movie.douban.com/subject/2334904/,本片根據美國小說家鄧尼斯·勒翰（DennisLehane）的同名小說改編。1954年，聯邦警官泰迪（萊昂納多·迪卡普里奧LeonardoDiCaprio飾）和搭檔查克（馬克·魯弗洛MarkRuffalo飾）乘船來到波士頓附近的禁閉島精神病犯監獄調查一樁離奇失蹤案。手刃親生骨肉的女犯蕾切爾（艾米莉·莫迪默EmilyMortimer飾）從戒備森嚴的牢室神秘逃脫，藏匿於孤島深處。泰迪懷疑監獄的主治精神病醫師約翰·考利（本·金斯利BenKingsley飾）有意隱瞞內情，並向查克透露他上島的真實目的其實是尋找當年縱火燒死他妻子德洛麗絲（蜜雪兒·威廉姆斯MichelleWilliams飾）的管理員，並揭露美國政府利用精神病犯人進行人體科學實驗的罪行。但隨著調查的逐漸深入，真相卻變得越來越撲朔迷離……
81,蝴蝶效應,https://movie.douban.com/subject/1292343/,伊萬（艾什頓·庫奇AshtonKutcher飾）曾經有一個糟糕的童年，因為他行為闖下了大禍，令他童年充滿不堪回憶的往事。而事實上，他確實只是依稀記得一點可怕的情景，這些情景一直糾纏著他的正常生活。伊萬接受心理學家建議，把瑣碎生活記在記事本裡，卻偶然發現通過記事本回到過去。這時他才清楚記起，童年時候的自己做了那麼多的錯事。他幻想著用現在的意識，潛入童年的身體，去彌補種種過失給人們帶來的傷害，尤其是希望與當年暗戀的凱西最終走回一起。然而他一次次的跨越時空的更改，只能越來越招致現實世界的不可救藥。一切就像蝴蝶效應般，牽一髮而動全身。
82,布達佩斯大飯店,https://movie.douban.com/subject/11525673/,故事要從一位無名作家（裘德·洛JudeLaw飾）說起，為了專心創作，他來到了名為“布達佩斯”的飯店，在這裡，作家遇見了飯店的主人穆斯塔法（F·莫里·亞伯拉罕F.MurrayAbraham飾），穆斯塔法邀請作家共進晚餐，席間，他向作家講述了這座飽經風雨的大飯店的前世今生。飯店曾經的主人名叫古斯塔沃（拉爾夫·費因斯RalphFiennes飾），而年輕的穆斯塔法（托尼·雷沃羅利TonyRevolori飾）在當時不過是追隨著他的一介小小門童。古斯塔沃為人正直，精明能幹，在他的經營和組織之下，布達佩斯大飯店成為了當時首屈一指的度假勝地。古斯塔沃和年邁的D夫人（蒂爾達·斯文頓TildaSwinton飾）情投意合，D夫人去世後，在遺囑中將一副價值連城的名畫留給了古斯塔沃，這一舉動惹惱了她的兒子迪米特裡（阿德里安·布洛迪Adrie...
83,心靈捕手,https://movie.douban.com/subject/1292656/,麻省理工學院的數學教授藍波在席上公佈了一道困難的數學題，卻被年輕的清潔工威爾（馬特·戴蒙飾）解了出來。可是威爾卻是個問題少年，成天和好朋友查克（本·阿弗萊特飾）等人四處閒逛，打架滋事。當藍波找到這個天才的時候，他正因為打架襲警被法庭宣判送進看守所。藍波向法官求情保釋，才使他免於牢獄之災。藍波為了讓威爾找到自己的人生目標，不浪費他的數學天賦，請了很多心理學專家為威爾做輔導，但是威爾十分抗拒，專家們都束手無策。無計可施之下，藍波求助於他大學的好友，心理學教授尚恩（羅賓·威廉姆斯飾），希望能夠幫助威爾打開心房。經過藍波和尚恩的不懈努力，威爾漸漸敞開心胸，而好友查克的一席話，更是讓他豁然開朗。
84,低俗小說,https://movie.douban.com/subject/1291832/,《低俗小說》由“文森特和馬沙的妻子”、“金表”、“邦妮的處境”三個故事以及影片首尾的序幕和尾聲五個部分組成。看似獨立的小故事裡面，卻又有環環相扣的人和事。盜賊“小南瓜”和“小兔子”在早餐店裡打劫，卻遇上了天大的麻煩——黑社會成員朱爾斯（撒母耳•傑克遜SamuelL.Jackson飾）和文森特（約翰•特拉沃爾塔JohnTravolta飾）在店內用餐，可謂天外有天。二人是否會放過兩名小盜賊？而文森特是黑社會大哥馬沙•華萊士（文•瑞姆斯VingRhames飾）的手下，馬沙下命令讓他陪妻子一個晚上，明知如有雷池必死無疑，但面對馬沙妻子美豔誘惑，文森特該怎麼辦。文森特的故事還沒完，拳擊手布奇（布魯斯•威利斯BruceWillis飾）的出現將令他的人生從此改變。布奇有一塊祖傳金表，就是因為這塊金表，他和馬沙分享了一個恥辱的秘密。故事環狀結構，回...
85,春光乍泄,https://movie.douban.com/subject/1292679/,黎耀輝（梁朝偉）與何寶榮（張國榮）是一對同性戀人，為了有新的開始，他們懷著美麗的夢想（去看南美洲大瀑布）離開香港來到阿根廷，卻在布宜諾賽勒斯迷了路。黎耀輝想安下心來過日子，無奈何寶榮於夜夜笙歌中放縱著自己的生命，以期找尋更多的刺激，只當黎耀輝是他受傷後的港灣，兩人分歧、爭吵越來越多，心的距離越來越遠。黎耀輝明白過去的日子不可能再複返時，決定離開何寶榮，而正是在他離開後，絕望的意味（對黎耀輝的愛）才在何寶榮的腦海中完整地浮現。
86,摩登時代,https://movie.douban.com/subject/1294371/,二十年代的美國處於經濟蕭條時期，失業率居高不下，工人受盡壓榨，成為了大機器生產中的一顆螺絲釘。查理（查理·卓別林CharlesChaplin飾）就是一個底層市民，他在一個機器隆隆的廠房裡日以繼夜地工作，以賺取微薄的收入。重複繁重的工作壓得他喘不過氣，他把人們的鼻子當成螺絲釘來擰，捲入流水線機器的皮帶裡，令人苦笑不得。查理儘管貧窮，但卻很善良。他在路上搭救了流浪女，和她一起生活，家裡破爛卻又溫馨。每次身無分文的查理為了找到吃的，都會故意犯事，以便進入監牢。光景一時間有了好轉，流浪女成了歌舞紅星，然而好景太短暫了。
87,七宗罪,https://movie.douban.com/subject/1292223/,“暴食”、“貪婪”、“懶惰”、“嫉妒”、“驕傲”、“淫欲”、“憤怒”，這是天主教教義所指的人性七宗罪。城市中發生的連壞殺人案，死者恰好都是犯有這些教義的人。兇手故弄玄虛的作案手法，令資深冷靜的警員沙摩塞（摩根•弗裡曼MorganFreeman飾）和血氣方剛的新紮警員米爾斯（布拉德•皮特BradPitt飾）都陷入了破案的謎團中。他們去圖書館研讀但丁的《神曲》，企圖從人間地獄的描繪中找到線索，最後從宗教文學哲學的世界中找到了兇手作案計畫和手段的蛛絲馬跡。兇手前來投案自首，這令眾人都松了一口氣，以為案件就此結束，怎料還是逃不出七宗罪的殺人邏輯，這次兇手瞄準的目標，是那個犯了“憤怒”罪的人……
88,喜劇之王,https://movie.douban.com/subject/1302425/,尹天仇（周星馳飾）一直醉心戲劇，想成為一名演員，平時除了做跑龍套以外，還會在街坊福利會裡開設演員訓練班。此時舞小姐柳飄飄在媽媽桑的帶領下來到這裡要求學做戲，原來柳飄飄有一段非常不愉快的經歷，在尹天仇對她指導的過程中，柳飄飄對尹天仇漸生情愫，同時她也成為了夜總會裡當紅的小姐。尹天仇受到了極多白眼之後，終於得到了大明星鵑姐（莫文蔚飾）的賞識，提攜他擔演新戲中的男主角，但沒想到突然把他的角色換掉了，令他失望不已。在片場當場務的臥底警員（吳孟達飾）身份被識穿，尹天仇陰差陽錯的幫忙破了案。之後尹天仇繼續活躍在街坊福利會的演員訓練班裡。
89,致命ID,https://movie.douban.com/subject/1297192/,一個典型而又引人入勝的懸疑故事：一個汽車旅館裡，住進了10個人，他們中間有司機、妓女、過氣女星、夫婦、警探和他的犯人，還有神秘的旅館經理。這天風雨大作，通訊中斷，10人被困在了旅館裡，驚悚的故事開始了。他們一個接一個的死去，並且按照順序留下牌號。10個人存活下來的漸漸變少，他們開始恐慌，互相猜忌，卻無意間發現了彼此間的聯繫。但是，大家懷疑的嫌疑人卻紛紛死去，謎團籠罩在旅館狹小的空間裡，這樣的兇殺案件卻有著人們猜不到的真相……
90,殺人回憶,https://movie.douban.com/subject/1300299/,1986年，韓國京畿道華城郡，熱得發昏的夏天，在田野邊發現一具女屍，早已發臭。小鎮員警朴探員（宋康昊飾）和漢城來的蘇探員（金相慶飾）接手案件，唯一可證實的是這具女屍生前被強姦過。線索的嚴重缺乏讓毫無經驗的樸探員和搭檔曹探員（金羅河飾）只憑粗暴逼供和第六感推斷，幾次將犯罪嫌疑人屈打成招。而蘇探員客觀冷靜，據理分析，幾次排除嫌疑，員警內部為了證明與推翻矛盾不斷，然而無辜女子還是接二連三被殘忍殺害，他們只好達成共識一起合作。此時，一個極其符合作案特徵的小青年（朴海日飾）成為最大嫌疑人，警方神經繃緊地鎖定住他，同時DNA檢測報告也被送往美國，然而案件並未在此處停止。
